"word","ELAINE","FRANK","GEORGE","JERRY","KRAMER","NEWMAN","OTHER","gram","sum"
"bitch",0,2,4,1,0,0,4,1,11
"bitches",0,0,2,2,0,0,0,1,4
"bite",2,0,8,8,4,2,8,1,32
"bites",0,0,0,3,2,0,0,1,5
"biting",0,0,0,1,1,0,0,1,2
"bits",0,0,1,1,0,0,2,1,4
"bitter",3,0,2,1,0,0,6,1,12
"biz",1,0,0,1,0,0,0,1,2
"bizarre",0,0,2,3,0,0,1,1,6
"bizarro",2,0,0,6,0,0,0,1,8
"black",10,0,7,24,3,0,17,1,61
"blacked",1,0,0,0,1,0,0,1,2
"blacklisted",1,0,0,0,0,0,1,1,2
"bladder",0,0,1,0,4,0,2,1,7
"blade",0,0,0,2,2,0,0,1,4
"blades",1,0,0,1,0,0,0,1,2
"blah",7,0,1,1,0,0,0,1,9
"blaine",2,0,0,0,0,0,1,1,3
"blame",3,1,1,8,2,0,1,1,16
"blamed",0,0,0,1,0,0,1,1,2
"blaming",1,0,1,1,0,0,1,1,4
"blanche",0,0,1,0,0,0,4,1,5
"blank",1,0,1,0,1,0,1,1,4
"blanket",0,0,4,0,1,0,1,1,6
"blankets",0,0,3,2,0,0,0,1,5
"blast",0,0,0,0,0,2,1,1,3
"blazer",1,0,0,1,0,0,1,1,3
"bleak",2,0,3,3,0,0,1,1,9
"bleeding",1,0,1,0,0,0,1,1,3
"bleeker",0,0,0,0,0,1,1,1,2
"blend",3,0,0,1,1,0,0,1,5
"blender",1,0,0,3,2,0,1,1,7
"bless",3,0,4,3,0,0,7,1,17
"blessing",0,0,1,0,0,0,1,1,2
"blew",2,0,2,3,7,0,1,1,15
"blind",1,0,6,12,2,2,3,1,26
"blinds",1,0,1,0,0,0,1,1,3
"blizzard",0,0,0,1,0,0,1,1,2
"block",3,0,3,5,4,1,5,1,21
"blocked",2,0,2,1,1,0,1,1,7
"blocks",2,0,3,3,1,0,2,1,11
"blond",1,0,0,2,1,0,0,1,4
"blonde",1,0,1,1,0,0,0,1,3
"blood",1,2,3,13,16,0,4,1,39
"bloody",0,0,0,0,1,0,1,1,2
"bloomingdales",1,0,1,0,1,0,2,1,5
"blossom",0,0,0,1,1,0,1,1,3
"blow",2,3,4,9,12,1,4,1,35
"blower",0,0,0,2,0,1,0,1,3
"blowing",0,1,1,2,2,0,0,1,6
"blown",2,0,1,2,0,0,2,1,7
"blowout",0,0,1,1,0,0,0,1,2
"blows",0,1,2,0,2,0,0,1,5
"blue",5,0,7,6,3,0,8,1,29
"blues",0,0,0,1,0,0,1,1,2
"bluey",0,0,2,0,0,0,2,1,4
"blunt",0,0,0,0,0,1,2,1,3
"blurb",0,0,3,0,0,0,2,1,5
"board",2,0,4,3,7,0,8,1,24
"boat",1,0,3,1,1,0,4,1,10
"bob",13,0,1,10,10,0,11,1,45
"bobby",1,1,2,3,9,0,4,1,20
"bobka",6,0,0,11,0,0,2,1,19
"boca",0,4,1,1,0,0,4,1,10
"bodega",1,0,0,1,1,0,1,1,4
"bodies",0,0,1,0,1,0,1,1,3
"body",4,1,5,11,13,0,17,1,51
"bogus",0,0,1,1,0,0,1,1,3
"boiled",0,0,2,0,0,0,1,1,3
"boiling",0,0,1,0,1,0,1,1,3
"bold",1,0,1,1,4,0,0,1,7
"bologna",1,0,2,2,1,0,1,1,7
"bolt",0,0,0,1,0,0,1,1,2
"bolted",0,0,0,1,1,0,1,1,3
"bomb",1,0,4,5,0,0,4,1,14
"bombed",0,0,0,1,0,1,0,1,2
"bomber",0,0,0,1,0,0,1,1,2
"bombs",1,0,0,0,1,0,0,1,2
"bon",0,0,0,1,1,0,0,1,2
"bonds",0,0,0,0,1,0,1,1,2
"bone",0,0,1,2,4,1,2,1,10
"bones",0,0,0,0,1,0,1,1,2
"bonkers",0,0,1,1,0,0,0,1,2
"bonnie",0,0,2,1,0,0,0,1,3
"bonus",0,0,0,1,2,0,0,1,3
"boo",2,0,0,2,0,0,3,1,7
"boogeyman",0,0,0,1,1,0,0,1,2
"book",21,0,14,38,20,0,41,1,134
"booked",1,0,0,1,2,0,3,1,7
"bookie",0,0,0,2,0,0,1,1,3
"bookman",0,0,0,2,3,0,6,1,11
"books",3,0,7,9,3,0,6,1,28
"bookstore",1,0,1,4,0,0,1,1,7
"boom",1,0,7,2,1,0,0,1,11
"boot",0,0,1,0,0,0,1,1,2
"booth",0,3,2,5,0,0,1,1,11
"bootlegger",0,1,1,0,0,0,0,1,2
"boots",3,0,0,1,1,0,2,1,7
"bored",0,0,3,2,1,0,1,1,7
"boring",3,0,3,1,1,0,4,1,12
"born",1,1,1,0,1,0,4,1,8
"borrow",6,0,3,5,10,0,4,1,28
"borrowed",2,0,1,0,3,0,1,1,7
"borrowing",0,0,1,1,1,0,0,1,3
"bosco",0,0,2,0,0,0,13,1,15
"bosomy",0,0,1,0,0,0,2,1,3
"boss",10,1,7,7,7,0,6,1,38
"boston",0,0,0,0,1,0,1,1,2
"botched",0,0,0,1,1,0,0,1,2
"bother",3,0,14,6,2,2,12,1,39
"bothered",1,0,2,2,0,0,0,1,5
"bothering",0,0,0,3,0,0,3,1,6
"bothers",0,0,6,1,0,0,1,1,8
"botticellis",5,0,0,0,2,0,1,1,8
"bottle",6,0,1,14,2,0,5,1,28
"bottles",0,0,2,1,1,5,0,1,9
"bottom",1,0,3,9,0,0,3,1,16
"bouchards",1,0,1,0,0,0,0,1,2
"bought",11,3,22,30,12,4,27,1,109
"bouillabase",0,0,1,1,0,0,0,1,2
"boulevard",1,0,0,1,0,0,1,1,3
"bounce",0,0,0,3,0,0,2,1,5
"bounced",1,0,1,1,1,0,1,1,5
"bouquet",1,0,0,0,1,0,0,1,2
"bout",6,1,5,12,8,0,13,1,45
"bowl",3,0,5,10,2,1,3,1,24
"bowling",0,0,5,1,0,0,3,1,9
"bowlings",0,0,1,0,0,0,1,1,2
"bowls",0,0,0,0,1,0,1,1,2
"bowtie",0,0,0,1,0,0,1,1,2
"box",4,0,9,25,6,0,16,1,60
"boxer",0,0,2,0,0,0,3,1,5
"boxers",0,0,0,3,1,0,0,1,4
"boxes",2,2,1,0,2,2,24,1,33
"boy",26,2,66,90,59,6,55,1,304
"boyfriend",14,0,10,14,2,1,14,1,55
"boys",8,0,6,9,15,1,12,1,51
"bozo",0,0,10,5,0,0,4,1,19
"bra",3,7,3,2,3,0,12,1,30
"brace",0,0,0,1,0,0,1,1,2
"bragging",1,0,0,3,0,0,0,1,4
"brain",2,0,3,4,3,0,3,1,15
"brains",0,0,1,3,0,1,4,1,9
"brainwashed",0,1,1,1,0,0,0,1,3
"braless",2,0,0,1,0,0,0,1,3
"bran",0,0,1,2,0,0,0,1,3
"branch",0,0,0,0,1,0,1,1,2
"brand",0,0,2,2,0,1,4,1,9
"bras",0,1,0,0,0,0,6,1,7
"brassieres",0,0,3,0,0,0,1,1,4
"braun",1,2,9,4,2,0,4,1,22
"brave",0,0,1,2,0,0,0,1,3
"breach",0,0,0,1,0,0,1,1,2
"bread",0,1,19,7,1,0,13,1,41
"break",19,0,20,28,12,1,20,1,100
"breakdown",1,0,3,2,1,0,2,1,9
"breaker",0,0,0,2,0,0,1,1,3
"breakfast",0,0,11,11,4,0,8,1,34
"breakin",1,0,0,1,0,0,2,1,4
"breaking",4,0,3,6,1,2,9,1,25
"breaks",1,1,0,7,0,0,3,1,12
"breakup",3,0,3,5,0,0,1,1,12
"breakups",0,0,0,1,0,0,1,1,2
"breast",0,0,1,3,0,0,1,1,5
"breasts",3,0,4,3,2,0,3,1,15
"breath",0,0,2,8,2,0,4,1,16
"breathe",0,2,1,1,1,0,9,1,14
"breathing",1,0,0,1,0,0,6,1,8
"breathtaking",4,0,0,1,0,0,2,1,7
"breeze",1,1,0,1,0,0,1,1,4
"brentanos",0,0,2,1,0,0,1,1,4
"brett",12,0,0,3,1,0,0,1,16
"brick",0,0,0,0,1,0,1,1,2
"bricks",0,0,0,1,0,0,1,1,2
"bride",0,0,1,0,1,0,1,1,3
"bridge",1,0,0,7,2,0,0,1,10
"briefcase",1,0,2,1,1,0,2,1,7
"bright",1,0,2,4,1,0,2,1,10
"brilliant",0,0,2,0,0,0,4,1,6
"brimming",0,0,0,1,0,0,1,1,2
"bring",15,2,16,29,18,3,37,1,120
"bringin",0,0,1,0,0,0,1,1,2
"bringing",5,0,1,8,1,0,3,1,18
"brings",1,0,2,2,0,1,2,1,8
"bris",2,0,1,2,1,0,2,1,8
"british",0,0,1,0,0,0,1,1,2
"bro",0,1,1,0,6,0,0,1,8
"broad",1,0,1,1,1,0,0,1,4
"broadway",1,0,3,2,6,0,4,1,16
"broccoli",0,0,0,1,0,1,1,1,3
"brody",0,0,0,2,8,0,2,1,12
"broke",9,0,16,25,9,0,18,1,77
"broken",4,0,1,8,2,0,2,1,17
"brokerhouses",0,0,1,0,0,0,1,1,2
"bronx",0,0,0,2,0,0,1,1,3
"bronzo",0,0,0,1,1,0,0,1,2
"brooklyn",0,0,0,1,0,0,1,1,2
"broom",0,0,0,0,1,0,1,1,2
"brother",3,0,6,5,4,0,7,1,25
"brothers",0,0,2,2,1,0,0,1,5
"brought",4,3,8,9,4,0,15,1,43
"brown",5,0,4,8,6,0,14,1,37
"bruce",0,0,0,1,0,0,1,1,2
"brunch",1,0,0,0,0,0,1,1,2
"brush",1,0,0,5,1,0,2,1,9
"brushed",0,0,0,1,1,0,0,1,2
"brushing",0,0,1,2,1,0,0,1,4
"brutal",0,0,1,3,0,0,2,1,6
"bryant",1,0,0,1,0,0,0,1,2
"btus",0,0,1,1,3,0,0,1,5
"bubble",6,0,11,10,0,0,11,1,38
"buck",0,0,5,1,2,0,1,1,9
"bucket",1,0,4,3,1,1,2,1,12
"bucks",20,0,18,15,9,2,12,1,76
"buddies",0,0,1,1,2,0,2,1,6
"buddy",1,0,3,10,79,1,15,1,109
"budget",0,0,0,0,1,1,3,1,5
"buds",0,0,0,0,1,0,1,1,2
"buenos",0,0,0,0,2,0,2,1,4
"buff",1,0,2,3,0,0,0,1,6
"buffer",1,0,1,3,1,0,1,1,7
"buffet",0,0,1,2,0,0,0,1,3
"bug",1,0,0,1,3,0,1,1,6
"bugs",0,0,0,2,0,0,1,1,3
"buh",0,0,0,3,0,0,5,1,8
"buhbye",0,0,2,1,0,0,0,1,3
"build",1,0,3,2,4,0,4,1,14
"building",11,0,16,36,12,1,32,1,108
"buildings",0,0,1,2,0,0,1,1,4
"built",0,0,2,1,2,1,5,1,11
"bulimic",1,0,0,0,2,0,0,1,3
"bullets",0,0,0,2,1,0,0,1,3
"bulls",0,0,0,1,0,0,2,1,3
"bully",0,0,0,0,1,0,1,1,2
"bum",0,3,0,2,1,0,15,1,21
"bump",1,0,0,8,0,0,4,1,13
"bumped",3,0,6,4,0,0,4,1,17
"bumper",2,0,2,0,0,0,0,1,4
"bumps",1,0,0,0,1,0,1,1,3
"bums",0,0,0,1,0,0,3,1,4
"bunch",1,0,0,4,9,0,4,1,18
"bundle",0,0,0,1,1,0,0,1,2
"bunion",1,0,0,0,1,0,0,1,2
"bunions",0,0,0,1,1,0,0,1,2
"bunk",1,0,1,2,0,0,0,1,4
"bunker",0,0,2,1,0,0,0,1,3
"buoys",1,0,0,1,0,0,0,1,2
"bureau",1,0,0,3,0,0,1,1,5
"buren",1,0,0,2,4,0,1,1,8
"burgers",0,0,0,2,0,0,1,1,3
"burglar",0,0,0,2,3,0,0,1,5
"buried",1,0,0,1,1,0,0,1,3
"burma",3,0,0,0,0,0,2,1,5
"burn",1,2,5,5,2,0,0,1,15
"burned",2,2,4,3,2,0,8,1,21
"burning",1,0,1,4,4,0,3,1,13
"burns",0,0,1,1,0,0,4,1,6
"burnt",0,0,1,0,0,0,1,1,2
"burst",1,0,1,1,0,0,0,1,3
"bus",7,0,11,12,11,0,7,1,48
"busboy",0,0,2,3,0,0,1,1,6
"busboys",0,0,3,6,2,0,0,1,11
"buses",0,0,0,1,0,0,1,1,2
"bushes",0,0,0,1,0,0,2,1,3
"bushmen",2,0,0,0,0,0,1,1,3
"business",8,3,27,39,28,6,50,1,161
"businessmen",1,0,0,1,0,0,0,1,2
"bust",2,0,1,3,0,0,1,1,7
"busted",1,0,1,2,0,1,1,1,6
"busting",0,0,7,1,0,0,1,1,9
"busy",8,1,16,7,3,0,15,1,50
"butcher",1,0,2,3,1,0,3,1,10
"butler",2,0,9,11,0,0,5,1,27
"butlers",0,0,0,2,0,0,1,1,3
"buts",0,0,0,1,2,0,1,1,4
"butt",4,1,0,0,1,0,1,1,7
"butter",1,0,3,2,3,3,4,1,16
"buttering",0,0,1,1,0,0,0,1,2
"buttocks",0,0,1,1,0,0,1,1,3
"button",9,0,2,12,2,0,5,1,30
"buttons",2,0,2,2,3,0,1,1,10
"buy",16,3,35,31,11,0,26,1,122
"buyer",0,0,0,1,0,0,1,1,2
"buyin",0,0,1,1,1,0,1,1,4
"buying",5,0,8,14,8,1,10,1,46
"buys",0,0,1,1,0,0,1,1,3
"buzz",1,0,2,0,1,0,0,1,4
"buzzed",0,0,0,1,1,0,4,1,6
"buzzer",0,0,0,4,0,0,3,1,7
"bye",31,0,5,50,6,1,38,1,131
"byebye",5,0,2,1,1,0,3,1,12
"bystander",0,0,0,1,0,0,4,1,5
"cab",12,0,7,17,8,1,20,1,65
"cabana",0,4,0,0,0,0,2,1,6
"cabbage",0,0,0,0,1,0,1,1,2
"cabin",2,0,5,3,0,0,11,1,21
"cabinet",2,0,2,2,0,0,2,1,8
"cabinets",1,0,0,0,1,0,0,1,2
"cable",4,1,2,6,9,0,5,1,27
"cables",0,0,1,1,0,0,0,1,2
"cabs",0,0,1,1,0,0,0,1,2
"cachet",0,0,8,0,0,0,4,1,12
"cactus",0,0,0,1,0,0,1,1,2
"caddy",0,0,0,0,3,0,3,1,6
"cadillac",2,1,1,9,1,0,13,1,27
"cadillacs",0,0,0,0,1,0,1,1,2
"caf",0,0,0,4,1,0,2,1,7
"cafe",0,0,0,1,2,0,2,1,5
"cafeteria",0,0,1,1,1,0,0,1,3
"caffeine",1,0,3,0,0,0,3,1,7
"cage",0,0,0,1,1,0,1,1,3
"cagefree",0,0,0,0,1,0,1,1,2
"cajun",1,0,0,0,0,0,1,1,2
"cake",17,1,8,15,4,0,17,1,62
"calculate",0,0,1,1,0,0,0,1,2
"calculators",0,0,0,0,1,0,1,1,2
"calendar",0,0,0,0,1,0,1,1,2
"california",1,0,3,2,3,0,1,1,10
"call",74,3,101,150,34,3,133,1,498
"called",39,0,32,47,12,4,42,1,176
"caller",0,0,0,1,0,0,1,1,2
"calling",17,1,9,28,7,0,14,1,76
"calls",8,0,10,11,0,0,11,1,40
"calm",4,0,7,3,4,0,5,1,23
"calmed",0,0,1,1,0,0,0,1,2
"calmly",0,0,0,1,0,0,2,1,3
"calvin",1,0,0,3,5,0,3,1,12
"calzone",0,0,2,0,2,1,6,1,11
"calzones",0,0,2,1,0,1,4,1,8
"came",14,1,16,45,26,3,56,1,161
"camera",0,0,4,2,4,0,3,1,13
"cameras",0,0,1,1,1,0,1,1,4
"camp",0,0,6,7,1,0,2,1,16
"camper",0,0,0,1,1,0,0,1,2
"can",211,14,224,350,167,23,338,1,1327
"canadian",2,0,0,2,1,0,0,1,5
"cancel",3,0,2,5,2,1,4,1,17
"canceled",0,0,1,0,2,0,1,1,4
"cancelled",1,0,4,7,0,0,3,1,15
"cancer",4,0,11,8,3,0,5,1,31
"candace",0,0,1,0,1,0,0,1,2
"candles",0,3,0,1,1,0,1,1,6
"candy",3,0,11,9,7,0,5,1,35
"cane",1,0,4,1,0,0,0,1,6
"cankers",1,0,0,0,0,0,1,1,2
"cans",0,0,0,1,3,1,0,1,5
"cant",195,3,268,379,139,20,235,1,1239
"cantaloupe",2,0,0,3,7,0,0,1,12
"cap",1,0,4,1,1,0,4,1,11
"capable",0,0,1,0,2,0,0,1,3
"capacity",0,0,1,1,0,0,0,1,2
"cape",6,0,9,3,0,0,1,1,19
"caper",1,0,0,1,0,0,0,1,2
"capillaries",0,0,0,1,0,0,1,1,2
"capote",0,0,1,1,0,0,0,1,2
"cappuccino",0,0,0,2,2,0,1,1,5
"capricorn",0,0,0,1,0,0,1,1,2
"captain",1,0,1,1,2,0,2,1,7
"capture",0,0,0,0,1,0,1,1,2
"captured",0,0,0,1,0,1,1,1,3
"car",43,3,88,142,36,2,96,1,410
"card",15,0,18,16,14,0,23,1,86
"cards",2,0,2,5,3,2,3,1,17
"care",31,0,47,66,19,5,48,1,216
"cared",1,0,0,0,0,0,1,1,2
"career",0,0,3,8,2,0,2,1,15
"careful",6,0,5,6,3,0,14,1,34
"carefully",1,0,2,2,0,0,1,1,6
"cares",3,0,4,5,0,0,2,1,14
"caring",1,0,0,1,0,0,1,1,3
"carl",1,0,5,3,0,0,0,1,9
"carlo",0,6,0,0,0,0,1,1,7
"carochio",2,0,0,1,0,0,0,1,3
"carol",0,0,4,2,0,0,4,1,10
"carols",0,0,1,1,0,0,0,1,2
"carpet",0,0,2,2,4,0,2,1,10
"carpeted",0,0,0,0,1,0,2,1,3
"carpets",0,0,1,0,1,0,1,1,3
"carrie",0,0,6,0,0,0,4,1,10
"carries",0,0,1,1,1,0,0,1,3
"carrot",1,0,1,2,1,0,1,1,6
"carrots",0,0,0,4,1,0,0,1,5
"carry",5,0,3,8,1,1,2,1,20
"carryall",1,0,0,1,0,0,1,1,3
"carrying",3,0,1,2,1,0,4,1,11
"cars",3,0,5,9,4,0,14,1,35
"carson",0,0,0,1,0,0,1,1,2
"cart",1,0,1,1,1,0,1,1,5
"cartoon",6,0,1,2,0,0,0,1,9
"cartoons",2,0,1,0,0,0,1,1,4
"cartwright",0,0,3,1,0,0,4,1,8
"casacof",0,1,0,0,0,0,1,1,2
"case",7,1,6,12,12,2,16,1,56
"cases",0,0,1,1,1,0,1,1,4
"cash",3,0,3,9,11,2,4,1,32
"cashed",1,0,1,2,0,0,0,1,4
"cashew",1,0,0,0,0,0,2,1,3
"cashier",0,0,4,3,0,0,1,1,8
"cashmere",3,0,6,2,0,0,8,1,19
"cast",0,0,2,2,1,0,5,1,10
"castanza",1,0,0,0,0,0,3,1,4
"casting",1,0,1,1,0,0,0,1,3
"castle",1,0,0,0,0,0,1,1,2
"castro",1,0,1,0,1,0,4,1,7
"casual",0,0,2,1,0,0,1,1,4
"casually",0,0,0,1,1,0,0,1,2
"casus",2,0,1,1,0,0,0,1,4
"cat",7,0,3,11,8,0,3,1,32
"catalog",10,0,1,5,0,0,3,1,19
"catalogue",4,0,0,0,0,0,2,1,6
"catch",3,1,6,14,7,1,18,1,50
"catchers",1,0,0,1,0,0,0,1,2
"catches",0,0,0,2,2,0,0,1,4
"catered",0,1,2,0,0,0,1,1,4
"catering",0,0,1,1,0,0,0,1,2
"catholic",1,0,0,3,0,0,0,1,4
"cats",2,0,2,2,4,0,0,1,10
"catsup",0,0,3,0,0,0,1,1,4
"catty",1,0,0,0,0,0,2,1,3
"caught",8,1,7,18,3,1,12,1,50
"cause",23,0,22,35,25,2,18,1,125
"caused",0,0,3,2,0,0,3,1,8
"causing",0,0,1,2,0,2,2,1,7
"caution",0,0,0,0,1,0,1,1,2
"cave",1,0,0,1,0,0,0,1,2
"caved",1,0,1,1,1,0,0,1,4
"caveman",1,0,0,0,0,0,1,1,2
"cayman",0,0,3,0,1,0,0,1,4
"cease",0,0,0,0,0,1,1,1,2
"ceiling",0,0,0,1,1,0,0,1,2
"celebrate",1,0,3,1,3,0,2,1,10
"celebrating",1,1,0,1,0,0,0,1,3
"celebrities",0,0,0,0,1,0,2,1,3
"celebrity",0,0,1,1,3,0,1,1,6
"celia",0,0,3,2,1,0,2,1,8
"celias",1,0,1,0,0,0,0,1,2
"cell",0,0,2,4,1,0,0,1,7
"cellphone",0,0,1,1,0,0,0,1,2
"cemetery",0,0,0,2,0,0,1,1,3
"center",1,0,3,3,1,0,8,1,16
"central",1,0,2,0,2,0,0,1,5
"centre",0,0,0,1,4,0,1,1,6
"cents",0,0,2,4,4,6,5,1,21
"century",2,0,2,1,0,0,0,1,5
"cereal",0,0,2,2,3,0,2,1,9
"ceremony",0,0,0,1,0,0,2,1,3
"certain",6,0,3,13,1,0,5,1,28
"certainly",7,0,3,11,4,1,11,1,37
"certificate",0,0,4,2,0,0,2,1,8
"chacha",0,1,0,0,1,0,0,1,2
"chadways",1,0,1,0,0,0,0,1,2
"chain",2,0,0,3,2,0,1,1,8
"chair",8,0,19,9,3,0,5,1,44
"chairs",0,0,1,3,1,1,0,1,6
"chalk",1,0,0,0,0,0,1,1,2
"challenge",0,0,0,2,1,0,3,1,6
"challenged",2,0,0,0,0,0,1,1,3
"challenging",0,0,0,1,0,0,1,1,2
"chamber",0,0,2,2,0,0,1,1,5
"chamberlind",0,0,1,1,0,0,0,1,2
"chambermaids",0,0,1,1,0,0,0,1,2
"champagne",0,0,3,4,1,0,1,1,9
"champion",0,0,1,0,1,0,0,1,2
"chance",5,0,17,16,8,1,14,1,61
"chances",1,0,1,1,1,0,3,1,7
"chang",1,0,0,4,0,0,6,1,11
"change",16,1,29,34,11,0,30,1,121
"changed",6,1,10,16,5,2,11,1,51
"changes",3,0,5,1,4,0,2,1,15
"changing",1,0,2,10,2,0,1,1,16
"changstein",0,0,0,1,0,0,1,1,2
"channel",0,0,1,3,0,0,2,1,6
"chapter",4,0,0,1,0,0,3,1,8
"character",5,0,8,8,2,0,5,1,28
"characters",0,0,1,4,1,0,1,1,7
"charge",7,0,5,3,3,0,10,1,28
"charged",0,0,1,0,0,0,2,1,3
"charges",1,0,1,0,1,0,1,1,4
"charging",1,0,0,0,1,0,1,1,3
"charity",3,0,2,5,2,1,2,1,15
"charles",0,0,0,6,0,0,1,1,7
"charlie",0,0,0,1,1,0,3,1,5
"charm",1,0,2,1,0,0,2,1,6
"charmed",1,0,0,0,0,0,1,1,2
"charming",2,0,3,2,0,0,0,1,7
"chart",8,0,0,0,3,0,1,1,12
"charter",0,0,4,2,0,0,5,1,11
"chase",2,0,1,1,0,0,1,1,5
"chasing",2,0,0,2,3,0,0,1,7
"chat",1,0,0,2,0,0,0,1,3
"cheap",1,0,3,3,0,0,4,1,11
"cheaper",1,0,1,0,0,0,2,1,4
"cheat",0,0,0,2,0,0,2,1,4
"cheating",4,0,2,7,0,0,2,1,15
"check",8,0,31,41,25,1,41,1,147
"checked",1,0,7,4,2,0,9,1,23
"checking",2,0,0,3,3,0,2,1,10
"checkmate",1,0,0,1,0,0,1,1,3
"checks",0,0,3,10,2,1,5,1,21
"cheek",1,0,2,2,0,0,0,1,5
"cheer",1,0,1,1,0,0,0,1,3
"cheese",3,0,4,6,2,0,6,1,21
"cheesy",1,0,0,0,0,0,1,1,2
"cheever",1,0,1,0,0,0,3,1,5
"chef",0,0,2,5,0,0,1,1,8
"chemical",0,0,0,3,1,0,4,1,8
"chemistry",1,0,0,2,1,0,0,1,4
"chemotherapy",0,0,0,1,0,0,1,1,2
"cheque",0,0,1,2,1,0,2,1,6
"cherry",2,0,0,0,1,0,0,1,3
"cheryl",6,0,1,3,0,0,1,1,11
"chess",1,0,2,2,0,0,0,1,5
"chest",2,0,4,8,2,0,3,1,19
"chew",4,0,2,0,2,0,2,1,10
"chewin",1,0,0,0,0,0,1,1,2
"chewing",0,0,2,5,1,0,1,1,9
"chicago",2,0,0,3,1,0,1,1,7
"chicken",7,2,11,19,17,0,17,1,73
"chickens",0,0,2,1,0,0,1,1,4
"chicks",1,0,0,0,3,0,3,1,7
"child",2,1,4,4,0,0,11,1,22
"childhood",0,1,1,0,0,0,0,1,2
"children",2,0,0,6,5,0,9,1,22
"childrens",0,0,1,2,0,0,0,1,3
"childsize",1,0,0,0,0,0,1,1,2
"chile",0,0,1,1,0,0,0,1,2
"chiles",0,0,0,0,3,0,5,1,8
"chili",0,0,3,0,0,0,1,1,4
"chilly",1,0,0,1,0,0,1,1,3
"chin",1,0,2,0,0,0,3,1,6
"china",1,0,5,2,3,0,5,1,16
"chinatown",0,0,0,1,0,0,3,1,4
"chinese",13,0,13,22,5,0,17,1,70
"chip",1,0,1,2,1,0,8,1,13
"chipin",0,0,0,1,1,0,0,1,2
"chipped",0,0,1,1,0,0,0,1,2
"chippin",2,0,0,1,0,0,0,1,3
"chips",3,0,1,2,0,0,2,1,8
"chiropractor",0,0,0,2,0,0,2,1,4
"chitchat",0,0,0,1,0,0,1,1,2
"chlorine",0,0,0,1,0,0,1,1,2
"chocolate",2,0,11,2,3,0,6,1,24
"choice",3,0,4,8,2,0,5,1,22
"choir",1,0,0,1,0,0,0,1,2
"choke",1,0,0,1,1,0,1,1,4
"chokin",0,0,0,1,1,0,0,1,2
"choking",0,0,1,1,0,0,1,1,3
"choose",1,0,2,4,0,0,3,1,10
"chop",0,0,1,0,1,2,3,1,7
"chopped",3,0,0,2,1,0,0,1,6
"chops",0,0,0,1,0,0,2,1,3
"chore",0,0,1,1,0,0,0,1,2
"chose",2,0,2,1,0,0,2,1,7
"chosen",1,0,1,0,0,0,0,1,2
"chow",1,0,2,0,2,0,0,1,5
"christian",0,0,2,1,0,0,0,1,3
"christians",0,0,0,2,0,0,1,1,3
"christie",4,0,4,8,0,0,0,1,16
"christmas",7,0,21,5,4,0,4,1,41
"chu",1,0,0,0,0,0,1,1,2
"chubby",0,0,0,1,1,0,0,1,2
"chuck",1,0,1,1,0,0,0,1,3
"chucker",0,0,3,0,1,0,2,1,6
"chuckle",1,0,1,5,1,0,3,1,11
"chuckles",0,0,0,1,0,0,2,1,3
"chunky",1,0,0,2,1,0,0,1,4
"chunnel",1,0,2,1,1,0,0,1,5
"church",1,0,0,0,0,0,1,1,2
"churn",1,0,0,0,0,0,1,1,2
"cia",0,0,0,0,1,0,1,1,2
"cider",0,0,0,0,0,1,1,1,2
"cigar",0,0,0,2,8,0,1,1,11
"cigarette",1,0,0,1,1,0,5,1,8
"cigarettes",2,0,2,1,1,0,2,1,8
"cigars",1,0,5,9,6,0,14,1,35
"cindy",0,0,1,4,1,0,0,1,6
"cinnamon",2,0,1,5,1,0,2,1,11
"cinqo",2,0,0,0,1,0,0,1,3
"circles",0,0,2,1,0,0,2,1,5
"circular",0,0,0,1,0,0,1,1,2
"circulate",0,0,0,1,0,0,1,1,2
"circumstances",0,0,1,0,1,0,6,1,8
"circumstantial",1,0,0,0,0,0,1,1,2
"circus",0,0,1,5,4,0,4,1,14
"cities",0,0,2,1,0,0,0,1,3
"citizen",0,0,0,1,0,0,1,1,2
"citizens",1,0,0,1,0,0,1,1,3
"city",12,0,13,14,6,0,22,1,67
"citys",0,0,0,1,1,0,2,1,4
"civil",1,0,4,3,0,0,1,1,9
"civilization",0,0,1,1,0,0,0,1,2
"claim",0,0,2,0,0,0,1,1,3
"claimed",0,0,2,0,0,0,1,1,3
"claims",1,0,0,0,0,0,1,1,2
"claire",0,0,2,1,0,0,0,1,3
"clam",2,0,1,0,0,1,0,1,4
"claming",1,0,0,0,0,0,1,1,2
"clara",0,0,3,1,1,0,0,1,5
"clark",0,0,2,2,1,0,3,1,8
"clash",0,1,0,0,0,0,1,1,2
"class",9,0,6,7,7,0,12,1,41
"classes",1,0,0,1,0,0,0,1,2
"classic",1,0,1,1,0,0,3,1,6
"classy",0,0,2,3,0,0,0,1,5
"claus",0,0,0,1,1,0,0,1,2
"clawing",0,0,0,1,1,0,0,1,2
"clean",8,0,5,20,7,2,17,1,59
"cleaned",3,0,2,7,2,0,2,1,16
"cleaner",2,0,0,5,9,0,3,1,19
"cleaners",0,0,0,5,4,0,5,1,14
"cleaning",3,0,14,11,5,0,3,1,36
"cleans",0,0,1,1,2,0,0,1,4
"clear",6,0,11,6,3,1,5,1,32
"cleared",0,0,0,1,0,0,2,1,3
"clearly",0,0,2,2,1,1,3,1,9
