"JERRY","GEORGE","KRAMER","ELAINE","MORTY","HELEN","NEWMAN","SUSAN","ESTELLE","FRANK","All.others","word"
2,15,3,1,0,0,0,0,0,1,4,"aware"
56,48,44,39,7,1,8,1,2,3,82,"away"
1,0,0,2,0,0,0,0,0,0,2,"away george"
0,2,0,2,0,0,0,0,0,0,1,"away get"
1,1,2,0,0,0,0,0,0,0,3,"away hey"
0,1,0,0,0,0,1,0,0,0,1,"away ill"
1,1,1,0,0,0,0,0,0,0,1,"away im"
1,0,0,0,0,0,1,0,0,0,1,"away isnt"
0,1,4,0,0,0,0,0,0,0,2,"away jerry"
0,1,1,1,0,0,0,0,0,0,0,"away know"
0,0,1,1,0,0,0,0,0,0,1,"away now"
1,0,1,4,0,0,0,0,0,0,2,"away oh"
2,0,1,0,0,0,0,1,0,0,1,"away right"
1,1,2,1,0,0,0,0,0,0,4,"away well"
5,1,0,0,0,0,0,0,0,0,1,"away yeah"
1,1,1,1,0,0,0,0,0,0,0,"awe"
6,0,2,9,0,1,2,6,0,0,3,"awful"
1,2,0,0,0,0,0,0,0,0,1,"awhile"
9,5,0,8,0,0,0,0,0,0,2,"awkward"
2,1,1,0,0,0,0,0,0,0,0,"awning"
10,19,7,0,0,0,0,0,0,0,5,"awright"
3,0,1,4,0,0,2,7,0,0,5,"aww"
1,0,1,0,0,0,1,0,0,0,0,"aww cmon"
3,0,1,0,0,0,0,0,0,0,2,"aye"
1,0,3,0,0,0,0,0,0,1,12,"babe"
1,4,1,0,0,0,0,0,0,0,2,"babies"
0,3,1,1,0,0,1,0,0,0,0,"babs"
26,1,0,6,0,0,0,0,0,0,5,"babu"
1,1,0,1,0,0,0,0,0,0,3,"babu bhatt"
27,28,18,34,0,0,1,12,1,1,28,"baby"
1,2,1,0,0,0,0,0,0,0,0,"baby hey"
2,2,0,2,0,0,0,0,0,0,0,"baby shower"
1,0,0,1,0,0,0,0,0,0,1,"baby youre"
1,0,0,2,0,0,0,0,0,0,7,"babys"
2,2,1,0,0,0,0,0,0,0,0,"babysitting"
4,0,1,3,0,0,0,0,0,0,0,"bachelor"
1,0,1,1,0,0,0,0,0,0,0,"bachelor auction"
284,202,167,141,25,9,13,5,4,10,189,"back"
1,4,1,1,0,0,0,0,0,0,0,"back alright"
1,0,1,0,0,2,0,0,0,0,0,"back another"
4,1,2,0,0,0,0,0,0,0,1,"back apartment"
1,1,0,0,0,0,0,0,0,1,0,"back baby"
1,3,1,0,0,0,0,0,0,0,0,"back back"
1,0,0,1,0,0,0,0,0,0,2,"back bed"
2,1,1,1,0,0,0,0,0,0,3,"back can"
1,1,0,1,0,0,0,0,0,0,2,"back cant"
1,0,2,0,0,0,0,0,0,0,1,"back come"
2,1,1,1,0,0,0,0,0,0,0,"back couch"
1,1,0,0,0,0,0,0,0,0,1,"back deal"
4,0,0,0,0,0,0,0,0,1,1,"back didnt"
10,2,0,2,0,0,0,0,0,0,2,"back dont"
1,0,0,1,0,0,0,0,0,0,1,"back dont want"
2,0,2,1,0,0,0,0,0,0,0,"back door"
0,0,1,1,0,0,0,0,0,0,1,"back every"
2,0,0,2,2,0,0,0,0,0,0,"back florida"
3,3,2,0,0,0,0,0,0,0,1,"back forth"
1,0,1,1,0,0,0,0,0,0,0,"back four"
4,1,0,1,0,0,0,0,0,0,1,"back george"
1,2,0,0,0,0,1,0,0,0,0,"back give"
1,1,0,0,0,0,0,0,0,0,1,"back go"
1,1,0,1,0,0,0,0,0,0,0,"back gonna"
1,2,1,0,1,0,0,0,0,0,0,"back got"
1,0,1,1,0,0,0,0,0,0,0,"back hangs"
0,1,2,2,0,0,0,0,0,0,0,"back hes"
3,1,4,1,0,0,1,0,0,0,0,"back hey"
1,0,0,1,0,1,0,0,0,0,0,"back hurts"
0,0,0,1,1,0,0,0,0,1,0,"back ill"
2,6,4,2,1,1,0,0,0,0,5,"back im"
0,0,1,1,0,0,1,0,0,0,0,"back jack"
0,4,4,4,0,0,0,0,0,0,3,"back jerry"
0,1,1,1,0,0,0,0,0,0,0,"back killing"
1,4,1,7,0,0,0,0,1,0,0,"back know"
5,3,2,2,0,0,0,0,0,0,1,"back kramer"
2,3,0,2,0,0,1,0,0,0,0,"back later"
0,1,1,1,0,0,0,0,0,0,0,"back leaves"
0,2,0,1,0,0,0,0,0,0,1,"back like"
1,1,0,0,0,0,0,0,0,0,1,"back listen"
1,1,1,5,0,0,0,0,0,0,0,"back little"
1,0,0,0,0,0,0,1,0,0,1,"back living"
1,0,0,0,0,0,0,1,0,0,1,"back living room"
1,0,1,0,0,0,0,0,0,0,1,"back look"
2,1,1,0,0,0,0,0,0,0,1,"back looks"
0,1,0,1,1,0,0,0,0,0,0,"back never"
2,1,0,0,0,0,0,0,0,0,1,"back new"
2,1,0,0,0,0,0,0,0,0,1,"back new york"
0,1,2,1,0,0,0,0,0,0,2,"back now"
2,3,7,2,1,0,0,0,0,0,1,"back oh"
3,2,1,3,0,0,0,0,0,0,1,"back place"
2,3,0,2,0,0,0,0,0,0,1,"back please"
0,1,1,0,2,0,0,0,0,0,0,"back really"
3,2,2,2,0,0,1,0,0,1,1,"back right"
2,1,1,0,1,0,0,0,0,0,0,"back room"
2,0,0,2,0,0,0,0,0,0,1,"back seat"
0,1,2,0,0,0,0,0,0,0,2,"back second"
1,1,0,1,0,0,0,0,0,0,1,"back shes"
1,2,1,0,0,0,0,0,0,0,0,"back soon"
2,1,1,0,0,0,0,0,0,0,0,"back still"
0,0,1,1,0,0,0,0,0,0,1,"back table"
2,2,1,0,0,0,0,0,0,0,3,"back thats"
2,1,0,1,0,0,0,0,0,0,2,"back time"
8,1,2,4,0,0,0,0,0,0,0,"back together"
0,0,2,1,0,0,0,0,0,0,1,"back tomorrow"
1,0,0,0,0,0,0,1,0,1,0,"back wanna"
7,7,8,3,0,0,0,0,0,0,2,"back well"
0,1,1,0,0,0,0,0,0,0,1,"back well im"
0,0,1,1,0,0,0,0,0,2,0,"back whos"
1,0,1,0,0,0,0,0,0,0,1,"back wont"
1,2,2,3,1,0,0,0,0,0,4,"back work"
3,2,1,2,0,0,0,0,0,0,0,"back yeah"
4,1,0,0,0,0,0,0,0,0,2,"backed"
1,4,0,0,0,0,0,0,0,0,2,"backing"
2,2,2,0,0,0,0,0,0,0,1,"backstage"
0,2,2,0,0,0,0,1,0,0,1,"backup"
1,1,1,1,0,0,0,0,0,0,0,"backwards"
116,55,27,41,0,0,2,4,2,1,53,"bad"
2,1,0,0,0,0,0,0,0,0,4,"bad bad"
2,0,0,1,0,0,0,0,0,0,1,"bad enough"
1,0,0,1,0,0,0,0,0,0,1,"bad george"
1,0,1,0,0,0,0,0,0,0,1,"bad good"
1,1,0,1,0,0,0,0,0,0,0,"bad happened"
5,1,0,0,0,0,0,0,0,0,2,"bad idea"
0,2,0,0,0,0,0,0,1,0,1,"bad im"
0,0,5,0,0,0,0,0,0,1,3,"bad news"
3,2,0,0,0,0,0,0,0,0,1,"bad really"
1,1,0,1,0,0,1,0,0,0,0,"bad time"
4,1,1,0,0,0,0,0,0,0,3,"bad well"
1,0,1,0,0,0,2,0,0,0,2,"badly"
20,14,12,12,0,0,0,0,0,0,21,"bag"
1,0,8,0,0,0,0,0,0,0,2,"bagels"
11,3,4,4,0,0,2,0,0,0,2,"bags"
1,1,1,0,0,0,0,0,0,0,0,"bailing"
0,2,1,0,1,0,0,0,0,0,1,"baked"
0,2,0,2,0,0,0,0,0,0,2,"bakery"
1,1,2,0,0,0,0,0,0,0,1,"baking"
0,0,2,2,0,0,0,0,0,0,4,"balance"
3,0,0,0,0,0,2,0,0,0,2,"balcony"
10,26,2,9,0,0,0,0,0,0,15,"bald"
1,1,0,1,0,0,0,0,0,0,0,"bald man"
22,17,18,5,0,0,1,0,1,1,11,"ball"
3,0,1,1,0,0,0,0,0,0,1,"ball man"
2,1,1,0,0,0,0,0,0,0,0,"ball oil"
2,1,1,0,0,0,0,0,0,0,0,"ball well"
1,1,0,2,0,0,0,0,0,0,5,"balloon"
2,2,3,0,0,0,0,0,0,0,3,"balls"
0,1,1,1,0,0,0,0,0,0,1,"baltimore"
1,1,1,1,0,0,0,0,0,0,1,"banana"
1,0,0,0,0,0,0,0,1,2,0,"bananas"
3,3,2,1,0,0,0,0,0,0,4,"band"
0,0,0,1,0,0,0,0,1,0,1,"bandages"
0,2,2,0,0,0,0,0,0,0,3,"bang"
1,1,1,0,0,0,0,0,0,0,0,"banged"
1,1,3,1,0,0,0,0,0,0,1,"banging"
14,3,9,0,0,0,0,0,0,0,3,"bania"
1,1,1,0,0,0,0,0,0,0,0,"banias"
11,4,9,0,0,0,3,1,0,0,7,"bank"
0,0,4,1,0,0,13,0,0,0,0,"banker"
1,0,1,0,0,0,0,0,0,0,4,"banned"
7,1,0,0,0,0,0,0,0,0,3,"banya"
6,17,12,6,1,0,0,0,0,1,11,"bar"
4,1,3,3,0,0,1,0,0,0,3,"barely"
1,1,1,0,0,0,0,0,0,0,1,"barely see"
0,0,1,1,0,0,2,0,0,0,0,"bark"
6,1,2,2,0,0,0,0,0,0,0,"barry"
1,3,2,0,0,0,0,0,0,0,1,"bars"
5,1,1,4,2,0,0,0,0,0,4,"base"
4,6,1,2,0,0,0,0,0,0,4,"baseball"
0,1,0,1,0,0,0,0,0,0,1,"baseball player"
6,3,3,1,0,0,0,0,0,0,4,"based"
1,1,1,0,0,0,0,0,0,0,2,"basement"
3,4,0,0,0,0,0,0,0,0,1,"basic"
4,1,0,1,0,0,0,0,0,0,2,"basically"
0,2,0,1,0,0,0,0,0,0,1,"basketball"
3,2,1,1,0,0,0,0,0,0,7,"bastard"
1,2,0,0,0,0,0,0,0,0,3,"bastards"
4,0,1,0,0,0,0,0,0,0,2,"bat"
1,2,3,1,0,0,0,0,0,0,6,"bath"
10,1,2,0,0,0,0,0,0,0,0,"bathing"
2,1,0,2,0,0,0,0,0,0,0,"bathrobe"
33,50,31,14,0,2,1,0,0,0,31,"bathroom"
1,3,1,0,0,0,0,0,0,0,1,"bathroom dont"
0,1,1,1,0,0,0,0,0,0,1,"bathroom door"
0,1,1,0,0,0,0,0,0,0,1,"bathroom im"
1,0,1,0,0,0,0,0,0,0,1,"bathroom now"
1,1,2,0,0,0,0,0,0,0,1,"bathroom right"
1,0,4,1,0,0,0,0,0,0,1,"bathroom yeah"
2,2,0,0,0,0,0,0,0,0,1,"bathrooms"
2,1,1,0,0,0,0,0,0,0,0,"batman"
0,1,4,0,1,0,0,0,0,0,2,"batteries"
1,5,0,0,0,0,1,0,0,0,3,"battery"
10,3,13,0,0,0,1,0,0,0,3,"beach"
2,2,1,0,0,0,0,0,0,0,0,"beaches"
3,1,0,0,0,0,1,0,0,0,1,"beans"
1,3,4,0,0,0,3,0,0,0,3,"bear"
2,1,2,3,0,0,0,0,0,0,4,"beard"
0,1,1,6,0,0,0,0,0,0,0,"bearing"
2,0,0,1,0,0,0,0,0,0,1,"bears"
2,1,0,0,0,0,2,0,0,0,0,"beast"
8,9,7,5,0,0,3,0,0,1,12,"beat"
1,1,0,0,0,0,1,0,0,0,2,"beaten"
1,0,1,0,0,0,0,0,0,0,1,"beating"
2,1,1,1,0,0,0,0,0,0,4,"beats"
33,30,12,16,0,5,3,0,2,3,29,"beautiful"
1,2,1,0,0,0,0,0,0,0,0,"beautiful day"
1,1,2,0,0,0,0,0,0,0,0,"beautiful hey"
1,0,1,0,0,0,0,0,0,0,1,"beautiful oh"
1,1,2,0,0,0,0,0,0,0,3,"beautiful woman"
4,3,7,3,0,0,3,0,0,0,2,"beauty"
4,2,1,1,0,0,2,0,0,0,7,"became"
1,0,1,1,0,0,0,0,0,0,1,"becky"
1,0,1,0,0,0,0,0,0,0,1,"becky gelke"
7,9,4,11,0,0,1,0,0,0,0,"become"
3,3,1,0,0,0,0,0,0,0,2,"becomes"
1,1,2,0,0,0,1,0,0,0,2,"becoming"
15,13,9,9,0,1,1,1,2,2,13,"bed"
0,1,0,1,0,0,0,1,0,0,0,"bed im"
9,10,9,8,0,1,1,0,1,0,11,"bedroom"
0,1,2,2,0,0,0,0,0,0,0,"beds"
1,1,1,0,0,0,0,0,0,0,0,"bee"
1,1,3,3,2,0,0,0,0,0,2,"beef"
5,6,0,3,0,0,0,0,0,0,3,"beep"
2,2,0,2,0,0,0,0,0,0,0,"beep beep"
1,1,0,1,0,0,0,0,0,0,0,"beep beep beep"
1,1,1,0,0,0,1,0,0,0,1,"beeps"
2,0,2,0,0,0,1,0,0,0,5,"beer"
4,2,6,2,0,0,0,0,1,0,2,"beg"
0,2,1,1,0,0,0,0,0,0,0,"beg differ"
1,0,2,0,0,0,0,0,0,0,4,"begged"
4,1,1,0,0,0,6,4,0,2,4,"begin"
0,3,2,0,0,0,0,0,0,1,2,"beginning"
3,8,2,3,0,0,0,0,0,1,5,"begins"
3,0,0,1,0,0,0,0,0,0,7,"behavior"
19,23,15,9,0,0,3,0,0,0,25,"behind"
0,2,0,2,0,0,0,0,0,0,2,"behind back"
0,1,1,1,0,0,0,0,0,0,0,"behind oh"
134,95,27,64,7,2,7,5,3,2,54,"believe"
1,2,0,0,0,0,0,0,0,0,1,"believe can"
1,2,1,1,0,0,0,0,0,0,1,"believe didnt"
1,0,0,1,0,0,0,0,0,0,2,"believe dont"
4,2,0,3,0,0,0,0,0,0,1,"believe got"
5,4,1,1,1,0,0,0,0,0,0,"believe guy"
2,1,0,2,0,0,0,0,0,0,0,"believe happened"
0,3,1,0,0,0,0,0,0,0,1,"believe happening"
1,3,1,0,0,0,0,0,0,0,1,"believe hes"
1,0,1,1,0,0,0,0,0,0,0,"believe hey"
14,2,2,4,0,0,1,1,0,0,1,"believe im"
2,1,0,0,0,0,0,0,0,0,1,"believe im hearing"
4,3,1,2,0,0,0,0,0,0,2,"believe just"
0,1,0,1,0,0,0,0,0,0,1,"believe just happened"
4,0,1,0,0,0,0,0,0,0,2,"believe know"
0,1,0,1,0,0,0,0,0,0,1,"believe said"
3,0,0,1,0,0,0,0,0,0,2,"believe thats"
0,1,0,0,1,0,0,4,0,0,0,"believe theyre"
1,0,1,0,0,0,0,0,0,0,1,"believe well"
1,1,0,2,0,0,0,0,0,0,0,"believe woman"
2,1,1,0,0,0,1,0,0,0,0,"believe yeah"
4,7,0,2,0,2,0,0,2,0,1,"believe youre"
1,0,1,3,0,0,0,0,0,0,2,"believed"
1,1,0,2,0,0,0,0,0,0,0,"believes"
0,1,2,0,0,0,0,0,0,0,5,"bell"
1,1,0,2,0,0,0,0,0,0,0,"belli"
3,3,1,2,0,0,0,0,0,0,0,"belong"
1,2,4,2,0,0,0,0,0,0,1,"belonged"
1,0,2,3,0,0,1,0,0,0,2,"belongs"
4,3,1,0,2,0,0,0,0,0,2,"belt"
1,0,2,0,1,0,0,0,0,0,0,"beltless"
1,0,2,0,1,0,0,0,0,0,0,"beltless trench"
1,0,2,0,1,0,0,0,0,0,0,"beltless trench coat"
0,1,0,5,0,0,0,0,0,0,1,"ben"
5,5,1,2,0,0,0,0,0,1,2,"bench"
2,1,1,0,0,0,1,0,0,0,1,"bend"
2,1,0,1,0,0,0,0,0,0,0,"bender"
2,0,1,5,0,0,0,0,0,0,1,"benefit"
8,1,6,10,1,0,0,0,1,0,39,"benes"
1,0,1,2,0,0,0,0,1,0,0,"benes oh"
1,0,0,2,0,0,0,0,0,0,3,"berg"
1,3,3,2,0,0,0,0,0,0,2,"beside"
9,12,2,1,1,1,0,0,0,0,6,"besides"
1,1,0,0,0,0,0,0,0,0,1,"besides think"
26,20,13,16,2,1,0,0,2,3,46,"best"
1,0,1,1,0,0,0,0,0,0,0,"best can"
1,4,0,1,0,0,0,0,0,0,6,"best friend"
2,1,0,2,0,0,0,0,0,0,2,"best part"
3,1,1,1,0,0,0,0,2,0,1,"best thing"
1,1,0,0,0,0,0,0,2,0,0,"best thing ever"
1,0,1,0,0,1,0,0,0,0,0,"best youre"
25,10,10,12,0,1,1,0,1,4,17,"bet"
1,1,0,0,0,0,0,0,0,0,1,"bet got"
1,1,0,2,0,0,0,0,0,0,0,"bet right"
8,1,0,10,0,0,0,0,0,0,3,"beth"
0,3,0,1,0,0,0,0,0,0,4,"betrayed"
1,3,0,0,0,0,0,0,0,0,5,"betsy"
2,1,8,0,0,0,0,0,0,0,5,"bette"
2,1,2,0,0,0,0,0,0,0,4,"bette midler"
82,49,50,42,2,5,3,1,2,1,76,"better"
3,1,0,2,0,0,0,0,0,0,0,"better call"
0,0,1,2,0,1,0,0,0,0,0,"better care"
1,1,1,0,0,0,0,0,0,0,0,"better careful"
1,0,1,0,0,0,0,0,2,0,2,"better come"
2,0,0,1,0,0,0,0,0,0,1,"better dont"
5,2,5,1,0,0,0,1,0,0,13,"better get"
3,0,1,1,0,0,0,0,0,0,3,"better go"
2,1,0,0,0,0,0,0,0,0,1,"better im"
0,1,0,1,0,0,0,0,0,0,1,"better just"
1,1,0,0,0,0,0,0,0,0,2,"better much"
1,0,0,1,0,1,0,0,0,0,0,"better nice"
2,0,1,1,0,0,0,0,0,0,1,"better now"
1,1,1,0,0,0,0,0,0,0,0,"better take"
1,1,0,0,0,0,0,0,0,0,3,"better thats"
0,1,0,1,0,0,0,0,0,0,2,"better way"
0,3,0,1,0,0,0,0,0,0,1,"better youre"
1,0,2,0,0,1,0,0,1,0,0,"betting"
5,4,0,0,0,0,0,0,0,0,1,"beyond"
1,1,0,1,0,0,0,0,0,0,3,"bhatt"
7,1,0,0,0,0,0,0,0,0,1,"biff"
110,96,75,78,10,3,5,0,3,2,89,"big"
1,1,0,1,0,0,0,0,0,0,1,"big breasts"
1,0,1,0,0,0,0,0,0,0,1,"big daddy"
14,8,2,12,3,0,0,0,1,0,6,"big deal"
1,2,1,3,0,0,0,0,0,0,0,"big fan"
1,0,1,0,0,0,0,0,0,0,3,"big fight"
1,0,1,2,0,0,0,0,0,0,4,"big head"
1,0,1,0,0,0,0,0,0,0,1,"big hug"
1,1,0,0,0,0,0,0,0,0,1,"big hurry"
0,0,1,0,1,0,0,0,0,0,1,"big job"
2,2,1,0,0,0,0,0,0,0,0,"big meeting"
2,1,3,1,0,0,0,0,0,0,2,"big mistake"
1,0,2,1,0,0,0,0,0,0,1,"big mouth"
2,1,0,0,0,0,0,0,1,0,0,"big news"
1,1,1,0,0,0,0,0,0,0,0,"big night"
1,3,3,0,0,0,0,0,0,0,1,"big one"
1,1,2,0,0,0,0,0,0,1,2,"big problem"
1,14,0,6,0,0,0,0,0,0,3,"big salad"
2,1,0,1,0,0,0,0,0,1,0,"big screen"
2,1,0,1,0,0,0,0,0,1,0,"big screen tv"
0,3,1,7,0,0,0,0,0,0,0,"big smile"
2,0,1,1,0,0,0,0,0,0,0,"big surprise"
0,2,1,0,0,1,0,0,0,0,0,"big thing"
1,2,1,0,0,0,0,0,0,0,0,"big toe"
0,3,2,3,0,0,0,0,0,0,0,"big trouble"
1,0,1,1,0,0,0,0,0,0,1,"big yeah"
5,3,0,1,0,0,0,0,0,1,3,"bigger"
4,5,3,0,0,0,0,0,0,1,1,"biggest"
9,0,5,36,0,0,0,0,0,0,5,"bike"
4,0,1,4,0,0,0,0,0,0,0,"bike oh"
15,7,3,1,1,0,0,1,0,0,7,"bill"
0,1,2,0,0,0,0,0,0,2,0,"billiard"
2,2,0,2,0,0,2,0,0,0,2,"bills"
2,1,2,5,0,0,0,0,0,0,7,"billy"
1,3,0,0,0,0,0,0,0,0,1,"bin"
2,0,0,1,0,0,0,0,0,0,1,"binaca"
1,1,0,2,0,0,0,0,0,0,0,"biography"
1,2,0,0,0,0,0,0,0,0,2,"biologist"
1,1,0,0,0,0,0,0,0,0,1,"biosphere"
2,0,1,2,0,0,1,0,0,0,6,"bird"
2,1,3,1,0,0,0,0,0,0,0,"birds"
1,4,2,2,0,0,0,2,0,0,0,"birth"
0,0,1,2,0,0,0,2,0,0,0,"birth control"
15,9,10,2,0,1,1,0,0,0,17,"birthday"
0,1,4,0,0,0,0,0,0,0,5,"birthday card"
4,2,0,1,0,0,0,0,0,0,3,"birthday party"
1,2,0,2,0,0,0,0,0,0,0,"birthdays"
21,19,11,12,2,0,2,1,0,1,31,"bit"
1,1,0,0,0,0,0,0,0,0,1,"bit really"
1,4,0,0,0,0,0,0,0,2,4,"bitch"
10,9,8,2,0,0,2,0,0,0,10,"bite"
1,1,0,0,0,0,0,0,0,0,4,"bits"
3,2,0,12,0,0,0,0,0,0,9,"bitter"
3,2,0,0,0,0,0,0,0,0,1,"bizarre"
25,7,3,11,2,2,0,0,0,0,13,"black"
12,3,0,1,2,2,0,0,0,0,2,"black white"
0,1,4,0,0,0,0,0,0,0,2,"bladder"
0,1,2,0,0,0,0,0,0,0,1,"bladder system"
1,1,0,7,0,0,0,0,0,0,0,"blah"
8,1,2,3,0,0,0,0,0,1,1,"blame"
1,1,0,1,0,0,0,0,0,0,1,"blaming"
0,1,0,0,0,3,0,0,0,0,1,"blanche"
0,2,1,1,0,0,0,0,0,0,1,"blank"
0,4,1,0,0,0,0,0,0,0,1,"blanket"
1,0,0,1,0,0,0,0,0,0,2,"blazer"
3,3,0,2,0,0,0,0,0,0,1,"bleak"
0,1,0,1,0,0,0,0,0,0,1,"bleeding"
1,0,1,3,0,0,0,0,0,0,0,"blend"
3,0,2,1,0,0,0,0,0,0,1,"blender"
3,4,0,3,0,0,0,0,0,0,7,"bless"
3,2,7,2,0,0,0,0,0,0,1,"blew"
12,7,2,1,0,0,2,0,0,0,3,"blind"
0,1,0,2,0,0,0,0,0,0,1,"blinds"
6,3,4,3,0,1,1,0,0,0,4,"block"
1,2,1,2,0,0,0,0,0,0,1,"blocked"
0,1,1,0,0,0,0,0,0,0,1,"blocking"
3,3,1,3,0,0,0,0,0,0,3,"blocks"
2,0,1,1,0,0,0,0,0,0,0,"blond"
1,1,0,1,0,0,0,0,0,0,0,"blonde"
13,3,17,1,0,0,0,0,0,2,4,"blood"
0,1,1,1,0,1,0,0,0,0,1,"bloomingdales"
1,0,1,0,0,0,0,0,0,0,1,"blossom"
9,4,12,2,0,0,1,0,0,3,4,"blow"
1,0,0,0,0,0,0,0,0,2,1,"blow candles"
2,1,2,1,0,0,0,0,0,1,1,"blowing"
2,1,0,2,0,0,0,0,0,0,2,"blown"
1,2,4,1,0,0,0,0,0,1,4,"blows"
6,8,3,5,0,0,0,0,0,0,8,"blue"
1,1,1,0,0,0,0,0,0,0,0,"blue sky"
2,1,0,1,0,0,1,0,0,0,3,"blunt"
3,5,8,3,2,0,0,0,0,0,8,"board"
1,1,0,2,0,0,0,0,0,0,1,"board directors"
1,3,1,1,0,0,0,0,0,0,4,"boat"
10,2,10,15,0,0,0,0,0,0,13,"bob"
1,0,5,1,0,0,0,0,0,0,0,"bob sacamano"
3,2,9,1,0,0,0,0,0,1,4,"bobby"
11,0,0,6,0,0,0,0,0,0,3,"bobka"
1,1,1,0,0,0,0,0,0,0,0,"bobs"
1,1,0,0,3,1,0,0,0,4,0,"boca"
1,1,0,0,1,0,0,0,0,3,0,"boca vista"
1,0,1,1,1,0,0,0,0,0,0,"bodega"
0,1,1,0,0,0,0,0,0,0,1,"bodies"
11,5,13,4,1,2,0,0,0,1,15,"body"
1,1,0,0,0,0,0,0,0,0,1,"bogus"
0,2,1,0,0,0,0,0,0,0,1,"boiling"
1,1,4,1,0,0,0,0,0,0,0,"bold"
2,2,1,1,0,0,0,0,1,0,0,"bologna"
1,0,1,0,0,0,0,0,0,0,1,"bolted"
5,4,0,1,0,0,0,0,0,0,4,"bomb"
2,1,4,0,0,0,1,0,0,0,2,"bone"
2,0,0,2,0,0,0,0,0,0,3,"boo"
41,20,21,26,3,0,0,0,0,0,46,"book"
1,2,1,0,0,0,0,0,0,0,0,"book alright"
1,2,0,0,0,0,0,0,0,0,1,"book club"
4,0,2,1,0,0,0,0,0,0,0,"book dont"
1,1,0,3,0,0,0,0,0,0,0,"book im"
1,0,2,1,0,0,0,0,0,0,3,"booked"
2,0,0,1,0,0,0,0,0,0,1,"bookie"
3,0,3,0,0,0,0,0,0,0,6,"bookman"
9,7,4,4,0,0,0,0,0,0,7,"books"
5,1,0,1,0,0,0,0,0,0,1,"bookstore"
3,7,1,1,0,0,0,0,0,0,0,"boom"
10,3,2,3,0,0,0,0,1,3,1,"booth"
1,2,3,3,0,0,0,0,0,0,4,"boots"
2,4,1,0,0,0,0,0,0,0,3,"bored"
1,3,1,3,0,0,0,0,0,0,4,"boring"
0,1,1,1,2,0,0,0,0,1,2,"born"
5,3,10,6,0,0,0,0,0,0,4,"borrow"
0,1,3,2,0,0,0,0,0,0,1,"borrowed"
1,1,1,0,0,0,0,0,0,0,0,"borrowing"
0,2,0,0,0,0,0,1,0,0,12,"bosco"
7,7,7,10,0,0,0,0,0,1,6,"boss"
6,14,2,3,1,0,2,0,1,0,10,"bother"
2,3,0,1,0,0,0,0,0,0,1,"bothered"
3,0,0,0,1,0,0,1,0,0,1,"bothering"
1,6,0,0,0,0,0,0,0,0,1,"bothers"
0,0,2,5,0,0,0,0,0,0,1,"botticellis"
20,2,10,8,0,0,2,0,0,0,8,"bottle"
2,2,1,0,0,0,5,0,0,0,0,"bottles"
9,3,0,1,0,0,0,0,0,0,3,"bottom"
31,23,12,12,7,4,4,0,0,3,16,"bought"
0,1,0,1,0,0,0,0,0,0,1,"bought big"
0,1,0,1,0,0,0,0,0,0,1,"bought big salad"
1,1,0,0,2,0,0,0,0,0,1,"bought car"
0,2,0,1,1,0,0,0,0,0,1,"bought new"
1,1,0,0,0,0,0,0,0,0,1,"bought one"
1,0,0,1,1,0,0,0,0,0,0,"boulevard"
3,0,0,0,1,0,0,0,0,0,1,"bounce"
1,1,1,1,0,1,0,0,0,0,0,"bounced"
0,1,1,0,0,1,0,0,0,0,0,"bounced check"
0,1,1,1,0,0,0,0,0,0,0,"bouquet"
12,5,8,6,0,2,0,0,0,1,11,"bout"
1,0,0,1,0,0,0,0,0,0,1,"bout one"
11,5,8,4,0,0,1,0,0,1,3,"bowl"
1,5,0,0,0,0,0,0,0,0,3,"bowling"
33,12,8,5,0,2,0,3,1,0,23,"box"
1,0,0,0,0,1,0,0,0,0,2,"box dont"
3,0,0,0,0,0,0,1,1,0,1,"box oh"
1,2,0,0,0,0,0,0,0,0,3,"box raisins"
1,1,3,2,7,4,2,0,1,2,12,"boxes"
90,67,60,26,5,1,6,2,2,2,45,"boy"
3,1,0,0,0,0,0,0,0,0,1,"boy can"
3,5,0,1,0,0,0,0,0,0,1,"boy dont"
1,1,0,0,0,0,0,0,0,0,1,"boy dont know"
1,0,0,1,0,0,0,0,0,0,2,"boy hes"
2,0,0,0,0,0,0,1,0,0,1,"boy hey"
1,0,1,1,0,0,0,0,0,0,0,"boy ill"
6,1,0,5,0,0,0,0,0,1,1,"boy im"
1,1,2,0,0,0,0,0,0,0,0,"boy ive"
1,1,2,0,0,0,0,0,0,0,0,"boy ive never"
1,0,1,0,1,0,0,0,0,0,0,"boy jerry"
2,1,0,1,0,0,0,0,0,0,0,"boy know"
1,1,2,0,0,0,0,0,0,0,0,"boy look"
1,1,0,0,0,0,0,0,0,0,1,"boy lucky"
1,1,2,0,0,0,0,0,0,0,0,"boy now"
0,7,1,1,0,0,0,0,0,0,1,"boy oh"
1,0,1,0,0,0,0,0,0,0,1,"boy okay"
6,5,6,3,1,0,1,0,0,0,1,"boy really"
1,0,0,1,0,0,0,1,0,0,0,"boy shes"
0,1,1,0,0,0,1,0,0,0,1,"boy thats"
2,1,0,0,0,0,0,0,1,0,0,"boy well"
2,0,2,1,0,0,0,0,0,0,0,"boy youre"
14,10,2,14,0,0,1,0,0,0,14,"boyfriend"
9,7,17,9,0,0,1,0,0,0,12,"boys"
5,10,0,0,0,0,0,0,0,0,4,"bozo"
